checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since,property_magnitude,age,other_installment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,is_high_risk
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,radio_tv,717,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,52,ninguno,propia,3,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,6,sin_creditos_previos,coche_nuevo,1204,100_a_500_DM,1_a_4_anios,4,hombre_soltero,ninguno,1,desconocido_sin_propiedad,35,banco,alquiler,1,empleado_cualificado,1,no,no,0
200_DM_o_mas,24,pagados_hasta_ahora,mobiliario,1925,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,26,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,18,pagados_hasta_ahora,radio_tv,433,menos_de_100_DM,desempleado,3,mujer_divorciada_separada_casada,codeudor,4,inmueble,22,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,6,cuenta_critica_otros_bancos,coche_nuevo,666,1000_DM_o_mas,4_a_7_anios,3,mujer_divorciada_separada_casada,ninguno,4,inmueble,39,ninguno,propia,2,no_cualificado_residente,1,si,si,0
200_DM_o_mas,12,pagados_hasta_ahora,mobiliario,2251,menos_de_100_DM,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,46,ninguno,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,30,pagados_hasta_ahora,coche_nuevo,2150,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,avalista,2,desconocido_sin_propiedad,24,banco,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,retraso_en_pagos_previos,mobiliario,4151,100_a_500_DM,1_a_4_anios,2,hombre_soltero,ninguno,3,seguro_vida_o_similar,35,ninguno,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,9,pagados_hasta_ahora,mobiliario,2030,desconocido_sin_cuenta_ahorro,4_a_7_anios,2,hombre_soltero,ninguno,1,coche_u_otro,24,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,60,retraso_en_pagos_previos,radio_tv,7418,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,hombre_soltero,ninguno,1,inmueble,27,ninguno,propia,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,radio_tv,2684,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,inmueble,35,ninguno,propia,2,no_cualificado_residente,1,no,si,0
menos_de_0_DM,12,todos_pagados_en_este_banco,radio_tv,2149,menos_de_100_DM,1_a_4_anios,4,hombre_divorciado_separado,ninguno,1,desconocido_sin_propiedad,29,ninguno,gratuita,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,15,pagados_hasta_ahora,coche_usado,3812,100_a_500_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,23,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,11,cuenta_critica_otros_bancos,radio_tv,1154,100_a_500_DM,desempleado,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,57,ninguno,propia,3,no_cualificado_residente,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,1657,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,27,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,24,pagados_hasta_ahora,radio_tv,1603,menos_de_100_DM,7_anios_o_mas,4,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,55,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,cuenta_critica_otros_bancos,coche_nuevo,5302,menos_de_100_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,36,ninguno,gratuita,3,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,educacion,2748,menos_de_100_DM,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,57,banco,gratuita,3,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,10,cuenta_critica_otros_bancos,coche_nuevo,1231,menos_de_100_DM,7_anios_o_mas,3,hombre_soltero,ninguno,4,inmueble,32,ninguno,propia,2,no_cualificado_residente,2,no,no,0
0_a_200_DM,15,pagados_hasta_ahora,radio_tv,802,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,3,coche_u_otro,37,ninguno,propia,1,empleado_cualificado,2,no,si,1
sin_cuenta_corriente,36,cuenta_critica_otros_bancos,negocio,6304,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,36,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,radio_tv,1533,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,38,tiendas,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,14,pagados_hasta_ahora,coche_nuevo,8978,menos_de_100_DM,7_anios_o_mas,1,hombre_divorciado_separado,ninguno,4,seguro_vida_o_similar,45,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,no,1
sin_cuenta_corriente,24,pagados_hasta_ahora,radio_tv,999,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,25,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,18,pagados_hasta_ahora,coche_nuevo,2662,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,32,ninguno,propia,1,empleado_cualificado,1,no,no,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,mobiliario,1402,500_a_1000_DM,4_a_7_anios,3,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,37,ninguno,alquiler,1,empleado_cualificado,1,si,si,0
0_a_200_DM,48,todos_pagados_en_este_banco,coche_nuevo,12169,desconocido_sin_cuenta_ahorro,desempleado,4,hombre_soltero,codeudor,4,desconocido_sin_propiedad,36,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,48,pagados_hasta_ahora,radio_tv,3060,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,inmueble,28,ninguno,propia,2,empleado_cualificado,1,no,si,1
menos_de_0_DM,30,pagados_hasta_ahora,reparaciones,11998,menos_de_100_DM,menos_de_1_anio,1,hombre_divorciado_separado,ninguno,1,desconocido_sin_propiedad,34,ninguno,propia,1,no_cualificado_residente,1,si,si,1
sin_cuenta_corriente,9,pagados_hasta_ahora,radio_tv,2697,menos_de_100_DM,1_a_4_anios,1,hombre_soltero,ninguno,2,inmueble,32,ninguno,propia,1,empleado_cualificado,2,no,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,radio_tv,2404,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,26,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,1262,desconocido_sin_cuenta_ahorro,7_anios_o_mas,2,hombre_divorciado_separado,ninguno,4,seguro_vida_o_similar,49,ninguno,propia,1,no_cualificado_residente,1,si,si,0
sin_cuenta_corriente,6,pagados_hasta_ahora,mobiliario,4611,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,32,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,pagados_hasta_ahora,radio_tv,1901,100_a_500_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,coche_u_otro,29,ninguno,alquiler,1,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,coche_usado,3368,1000_DM_o_mas,7_anios_o_mas,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,23,ninguno,alquiler,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,12,pagados_hasta_ahora,mobiliario,1574,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,inmueble,50,ninguno,propia,1,empleado_cualificado,1,no,si,0
200_DM_o_mas,18,todos_pagados_en_este_banco,radio_tv,1445,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,hombre_soltero,ninguno,4,coche_u_otro,49,banco,propia,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,mobiliario,1520,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,63,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,24,cuenta_critica_otros_bancos,coche_nuevo,3878,100_a_500_DM,menos_de_1_anio,4,hombre_divorciado_separado,ninguno,2,coche_u_otro,37,ninguno,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,47,pagados_hasta_ahora,coche_nuevo,10722,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,1,inmueble,35,ninguno,propia,1,no_cualificado_residente,1,si,si,0
menos_de_0_DM,48,pagados_hasta_ahora,coche_usado,4788,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,26,ninguno,propia,1,empleado_cualificado,2,no,si,0
0_a_200_DM,48,retraso_en_pagos_previos,otros,7582,100_a_500_DM,desempleado,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,31,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,1092,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,avalista,4,inmueble,49,ninguno,propia,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,24,retraso_en_pagos_previos,radio_tv,1024,menos_de_100_DM,menos_de_1_anio,4,hombre_casado_viudo,ninguno,4,inmueble,48,tiendas,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,negocio,1076,,1_a_4_anios,2,hombre_casado_viudo,ninguno,2,inmueble,26,ninguno,propia,1,empleado_cualificado,1,si,no,0
0_a_200_DM,36,pagados_hasta_ahora,coche_usado,9398,menos_de_100_DM,menos_de_1_anio,1,hombre_casado_viudo,ninguno,4,coche_u_otro,28,ninguno,alquiler,1,directivo_autonomo_alta_cualificacion,1,si,si,1
menos_de_0_DM,24,cuenta_critica_otros_bancos,coche_usado,6419,menos_de_100_DM,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,44,ninguno,gratuita,2,directivo_autonomo_alta_cualificacion,2,si,si,0
200_DM_o_mas,42,cuenta_critica_otros_bancos,coche_usado,4796,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,56,ninguno,gratuita,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,48,cuenta_critica_otros_bancos,negocio,7629,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_divorciado_separado,ninguno,2,coche_u_otro,46,banco,propia,2,directivo_autonomo_alta_cualificacion,2,no,si,0
0_a_200_DM,48,pagados_hasta_ahora,mobiliario,9960,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,26,ninguno,propia,1,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,coche_usado,4675,desconocido_sin_cuenta_ahorro,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,20,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,10,pagados_hasta_ahora,coche_nuevo,1287,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,codeudor,2,seguro_vida_o_similar,45,ninguno,propia,1,no_cualificado_residente,1,no,no,0
sin_cuenta_corriente,18,pagados_hasta_ahora,mobiliario,2515,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,4,inmueble,43,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,21,cuenta_critica_otros_bancos,mobiliario,2745,1000_DM_o_mas,4_a_7_anios,3,hombre_soltero,ninguno,2,coche_u_otro,32,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,6,pagados_hasta_ahora,coche_nuevo,672,menos_de_100_DM,desempleado,1,mujer_divorciada_separada_casada,ninguno,4,inmueble,54,ninguno,propia,1,no_cualificado_no_residente,1,si,si,0
0_a_200_DM,36,sin_creditos_previos,radio_tv,3804,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,1,coche_u_otro,42,ninguno,propia,1,empleado_cualificado,1,si,si,1
200_DM_o_mas,24,cuenta_critica_otros_bancos,coche_nuevo,1344,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,hombre_soltero,ninguno,2,inmueble,37,banco,propia,2,no_cualificado_residente,2,no,si,1
menos_de_0_DM,10,cuenta_critica_otros_bancos,coche_nuevo,1038,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,codeudor,3,seguro_vida_o_similar,49,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,48,cuenta_critica_otros_bancos,coche_nuevo,10127,500_a_1000_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,desconocido_sin_propiedad,44,banco,gratuita,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,6,pagados_hasta_ahora,mobiliario,1543,1000_DM_o_mas,1_a_4_anios,4,hombre_divorciado_separado,ninguno,2,inmueble,33,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,30,pagados_hasta_ahora,coche_usado,4811,desconocido_sin_cuenta_ahorro,4_a_7_anios,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,24,tiendas,alquiler,1,no_cualificado_residente,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,radio_tv,727,100_a_500_DM,menos_de_1_anio,4,hombre_casado_viudo,ninguno,3,desconocido_sin_propiedad,33,ninguno,propia,1,no_cualificado_residente,1,si,si,1
0_a_200_DM,8,pagados_hasta_ahora,mobiliario,1237,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,4,inmueble,24,ninguno,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,9,pagados_hasta_ahora,coche_nuevo,276,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,4,inmueble,22,ninguno,alquiler,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,48,pagados_hasta_ahora,otros,5381,desconocido_sin_cuenta_ahorro,desempleado,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,40,banco,gratuita,1,no_cualificado_no_residente,1,si,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,mobiliario,5511,100_a_500_DM,1_a_4_anios,4,hombre_soltero,ninguno,1,coche_u_otro,25,tiendas,propia,1,empleado_cualificado,1,no,si,0
200_DM_o_mas,24,pagados_hasta_ahora,mobiliario,3749,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,26,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,12,pagados_hasta_ahora,coche_nuevo,685,menos_de_100_DM,4_a_7_anios,2,hombre_casado_viudo,ninguno,3,coche_u_otro,25,banco,propia,1,no_cualificado_residente,1,no,si,1
200_DM_o_mas,4,pagados_hasta_ahora,coche_nuevo,1494,desconocido_sin_cuenta_ahorro,menos_de_1_anio,1,hombre_soltero,ninguno,2,inmueble,29,ninguno,propia,1,no_cualificado_residente,2,no,no,0
menos_de_0_DM,36,todos_pagados_en_este_banco,mobiliario,2746,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,31,banco,propia,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,708,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,avalista,3,seguro_vida_o_similar,38,ninguno,propia,1,no_cualificado_residente,2,no,si,0
0_a_200_DM,24,pagados_hasta_ahora,mobiliario,4351,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,48,ninguno,propia,1,no_cualificado_residente,1,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,educacion,701,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,,2,coche_u_otro,32,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,15,retraso_en_pagos_previos,mobiliario,3643,menos_de_100_DM,7_anios_o_mas,1,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,27,ninguno,propia,2,no_cualificado_residente,1,no,si,0
0_a_200_DM,30,cuenta_critica_otros_bancos,coche_nuevo,4249,menos_de_100_DM,desempleado,4,hombre_casado_viudo,ninguno,2,coche_u_otro,28,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,no,si,1
menos_de_0_DM,24,pagados_hasta_ahora,radio_tv,1938,menos_de_100_DM,menos_de_1_anio,4,hombre_divorciado_separado,ninguno,3,seguro_vida_o_similar,32,ninguno,propia,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,24,pagados_hasta_ahora,coche_usado,2910,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,1,desconocido_sin_propiedad,34,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,18,pagados_hasta_ahora,mobiliario,2659,1000_DM_o_mas,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,28,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,coche_nuevo,1028,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,3,inmueble,36,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,8,cuenta_critica_otros_bancos,coche_nuevo,3398,menos_de_100_DM,4_a_7_anios,1,hombre_soltero,ninguno,4,inmueble,39,ninguno,propia,2,no_cualificado_residente,1,no,no,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,mobiliario,5801,desconocido_sin_cuenta_ahorro,7_anios_o_mas,2,hombre_soltero,ninguno,4,seguro_vida_o_similar,49,ninguno,alquiler,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_nuevo,1525,1000_DM_o_mas,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,34,ninguno,propia,1,empleado_cualificado,2,si,si,0
200_DM_o_mas,36,pagados_hasta_ahora,radio_tv,4473,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,31,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,6,pagados_hasta_ahora,radio_tv,1068,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,28,ninguno,propia,1,empleado_cualificado,2,no,si,0
menos_de_0_DM,24,cuenta_critica_otros_bancos,coche_usado,6615,menos_de_100_DM,desempleado,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,75,ninguno,gratuita,2,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,educacion,1864,100_a_500_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,2,inmueble,30,ninguno,propia,2,empleado_cualificado,1,no,si,1
0_a_200_DM,60,pagados_hasta_ahora,coche_nuevo,7408,100_a_500_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,24,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,no,si,1
sin_cuenta_corriente,48,cuenta_critica_otros_bancos,coche_usado,11590,100_a_500_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,24,banco,alquiler,2,no_cualificado_residente,1,no,si,1
menos_de_0_DM,24,sin_creditos_previos,mobiliario,4110,menos_de_100_DM,7_anios_o_mas,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,23,banco,alquiler,2,empleado_cualificado,2,no,si,1
menos_de_0_DM,6,cuenta_critica_otros_bancos,mobiliario,3384,menos_de_100_DM,1_a_4_anios,1,hombre_divorciado_separado,ninguno,4,inmueble,44,ninguno,alquiler,1,directivo_autonomo_alta_cualificacion,1,si,si,1
0_a_200_DM,13,pagados_hasta_ahora,radio_tv,2101,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,avalista,4,seguro_vida_o_similar,23,ninguno,propia,1,no_cualificado_residente,1,no,si,0
menos_de_0_DM,15,pagados_hasta_ahora,electrodomesticos,1275,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,24,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,24,pagados_hasta_ahora,mobiliario,4169,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,28,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,10,pagados_hasta_ahora,mobiliario,1521,menos_de_100_DM,1_a_4_anios,4,hombre_divorciado_separado,ninguno,2,coche_u_otro,31,ninguno,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,24,cuenta_critica_otros_bancos,educacion,5743,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,24,ninguno,gratuita,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,21,pagados_hasta_ahora,mobiliario,3599,menos_de_100_DM,4_a_7_anios,1,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,26,ninguno,alquiler,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,18,pagados_hasta_ahora,radio_tv,3213,500_a_1000_DM,menos_de_1_anio,1,hombre_casado_viudo,ninguno,3,inmueble,25,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
0_a_200_DM,18,pagados_hasta_ahora,negocio,4439,menos_de_100_DM,7_anios_o_mas,1,hombre_soltero,codeudor,1,inmueble,33,banco,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
200_DM_o_mas,10,pagados_hasta_ahora,coche_nuevo,3949,menos_de_100_DM,menos_de_1_anio,1,hombre_soltero,avalista,1,seguro_vida_o_similar,37,ninguno,propia,1,no_cualificado_residente,2,no,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,radio_tv,1459,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,43,ninguno,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,13,cuenta_critica_otros_bancos,radio_tv,882,menos_de_100_DM,menos_de_1_anio,4,hombre_soltero,avalista,4,inmueble,23,ninguno,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,24,pagados_hasta_ahora,radio_tv,3758,500_a_1000_DM,desempleado,1,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,23,ninguno,alquiler,1,no_cualificado_no_residente,1,no,si,0
sin_cuenta_corriente,6,retraso_en_pagos_previos,negocio,1743,100_a_500_DM,1_a_4_anios,1,hombre_soltero,ninguno,2,inmueble,34,ninguno,propia,2,no_cualificado_residente,1,no,si,0
0_a_200_DM,9,cuenta_critica_otros_bancos,educacion,1136,1000_DM_o_mas,7_anios_o_mas,4,hombre_soltero,ninguno,3,desconocido_sin_propiedad,32,ninguno,gratuita,2,empleado_cualificado,2,no,si,1
sin_cuenta_corriente,9,pagados_hasta_ahora,electrodomesticos,1236,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,4,inmueble,23,ninguno,alquiler,1,empleado_cualificado,1,si,si,0
0_a_200_DM,9,pagados_hasta_ahora,mobiliario,959,menos_de_100_DM,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,29,ninguno,propia,1,empleado_cualificado,1,no,no,1
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,coche_usado,3229,desconocido_sin_cuenta_ahorro,desempleado,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,38,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,12,sin_creditos_previos,radio_tv,6199,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,,28,ninguno,alquiler,2,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,10,pagados_hasta_ahora,educacion,727,500_a_1000_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,46,ninguno,gratuita,1,empleado_cualificado,1,si,si,0
0_a_200_DM,24,pagados_hasta_ahora,coche_nuevo,1246,menos_de_100_DM,menos_de_1_anio,4,hombre_soltero,ninguno,2,inmueble,23,tiendas,propia,1,no_cualificado_residente,1,no,si,1
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,radio_tv,2331,desconocido_sin_cuenta_ahorro,7_anios_o_mas,1,hombre_soltero,codeudor,4,inmueble,49,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,36,retraso_en_pagos_previos,radio_tv,4463,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,26,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,radio_tv,776,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,2,inmueble,28,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,30,pagados_hasta_ahora,mobiliario,2406,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,23,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
0_a_200_DM,18,pagados_hasta_ahora,educacion,1239,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,61,ninguno,gratuita,1,empleado_cualificado,1,no,si,0
200_DM_o_mas,12,pagados_hasta_ahora,radio_tv,3399,desconocido_sin_cuenta_ahorro,7_anios_o_mas,2,hombre_soltero,ninguno,3,coche_u_otro,37,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,no,si,0
200_DM_o_mas,12,retraso_en_pagos_previos,coche_nuevo,2247,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,36,tiendas,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,6,pagados_hasta_ahora,mobiliario,1766,menos_de_100_DM,1_a_4_anios,1,hombre_casado_viudo,ninguno,2,seguro_vida_o_similar,21,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,mobiliario,2473,menos_de_100_DM,desempleado,4,hombre_soltero,ninguno,1,coche_u_otro,25,ninguno,propia,1,no_cualificado_no_residente,1,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,negocio,1542,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,4,coche_u_otro,36,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,coche_usado,3850,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,1,coche_u_otro,27,ninguno,propia,2,empleado_cualificado,1,no,si,0
